employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
76373,Operations,region_26,Bachelor's,f,other,1,30,2,5,0,0,60,0
76374,Operations,region_17,Bachelor's,f,sourcing,1,31,2,1,0,0,59,0
76375,Technology,region_13,Master's & above,f,other,1,31,3,5,0,0,80,0
76376,Finance,region_28,Master's & above,m,other,1,35,5,4,0,0,62,0
76377,Operations,region_2,Bachelor's,m,sourcing,1,48,5,17,1,0,58,0
76378,Operations,region_2,Master's & above,m,sourcing,1,38,5,3,1,0,58,0
76380,Operations,region_22,Bachelor's,m,other,1,28,5,4,1,0,58,0
76381,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,33,5,5,1,0,50,0
76383,Sales & Marketing,region_34,Bachelor's,m,other,2,27,3,3,0,0,46,0
76384,Procurement,region_34,Master's & above,m,other,1,38,3,6,0,0,73,0
76386,Technology,region_2,Bachelor's,m,other,1,42,3,5,0,0,84,0
76387,Operations,region_7,Bachelor's,m,other,1,30,1,5,0,0,59,0
76388,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,40,2,9,0,0,48,0
76389,HR,region_2,Bachelor's,m,referred,1,28,5,5,1,0,50,0
76390,Finance,region_2,Bachelor's,m,sourcing,2,33,3,8,0,0,55,0
76392,Sales & Marketing,region_2,Master's & above,m,other,1,30,2,8,0,0,49,0
76393,Operations,region_2,Bachelor's,m,other,1,42,3,10,0,0,62,0
76394,Procurement,region_27,Master's & above,m,other,2,37,3,3,0,0,71,0
76395,Operations,region_22,Bachelor's,f,other,3,28,4,3,1,0,61,0
76396,HR,region_2,Master's & above,m,other,1,43,3,2,0,0,53,0
76397,Analytics,region_2,Bachelor's,f,other,1,33,5,5,1,0,84,0
76398,Operations,region_22,Master's & above,m,sourcing,1,45,5,17,0,0,58,0
76399,Technology,region_28,Master's & above,m,other,1,33,4,7,1,0,83,0
76402,Operations,region_7,Master's & above,f,other,1,44,2,13,0,0,62,0
76404,Analytics,region_22,Master's & above,m,sourcing,1,32,3,6,0,0,84,0
76406,Sales & Marketing,region_31,Master's & above,m,sourcing,1,39,5,8,1,0,52,0
76407,Analytics,region_31,Bachelor's,f,other,1,34,1,6,0,0,82,0
76409,Technology,region_2,Bachelor's,f,sourcing,1,25,2,2,0,0,80,0
76410,Sales & Marketing,region_18,Bachelor's,m,other,1,32,3,7,0,0,49,0
76411,Analytics,region_7,Bachelor's,m,sourcing,2,27,3,2,0,0,85,0
76412,Sales & Marketing,region_2,Master's & above,m,sourcing,1,38,4,9,0,0,50,0
76413,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,34,5,3,0,0,50,0
76414,HR,region_7,Master's & above,m,other,1,38,3,6,0,0,53,0
76415,Technology,region_22,Bachelor's,m,other,1,28,4,2,0,0,83,1
76417,Analytics,region_30,Bachelor's,m,other,1,28,5,4,0,1,85,1
76418,Sales & Marketing,region_13,Bachelor's,f,other,1,33,5,5,1,0,55,0
76419,Sales & Marketing,region_7,Master's & above,f,sourcing,1,42,4,4,1,0,48,0
76420,Technology,region_10,Master's & above,f,sourcing,2,31,4,7,0,0,83,0
76423,Procurement,region_15,Bachelor's,f,other,1,29,2,5,0,0,70,0
76424,Procurement,region_7,Bachelor's,f,other,1,29,3,3,0,0,74,0
76425,Technology,region_27,Master's & above,m,sourcing,1,42,1,12,0,0,82,0
76426,Operations,region_27,Bachelor's,m,other,1,33,3,6,0,0,60,0
76427,HR,region_22,Master's & above,f,other,1,35,3,5,0,0,50,0
76428,Analytics,region_32,Bachelor's,m,other,1,31,3,2,0,0,88,0
76429,Sales & Marketing,region_15,Bachelor's,m,other,2,29,3,7,0,0,48,0
76431,Sales & Marketing,region_2,Bachelor's,m,other,4,30,3,2,0,0,50,0
76433,Operations,region_2,Bachelor's,f,sourcing,2,34,3,4,0,0,63,0
76434,Procurement,region_22,Bachelor's,m,other,2,51,1,3,0,0,70,0
76435,Procurement,region_2,Master's & above,f,other,1,39,3,5,1,0,68,0
76436,Sales & Marketing,region_31,Bachelor's,m,other,1,38,3,9,1,0,49,0
76439,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,24,3,3,0,0,47,0
76440,Analytics,region_2,Bachelor's,m,sourcing,2,32,5,8,1,0,83,0
76441,Analytics,region_29,Bachelor's,m,other,1,27,1,4,1,1,82,0
76443,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,36,4,5,1,1,64,1
76444,Operations,region_28,Master's & above,m,sourcing,1,32,4,6,0,0,61,0
76445,Sales & Marketing,region_27,Bachelor's,m,other,1,38,1,9,0,0,50,0
76448,Technology,region_2,Bachelor's,f,referred,1,38,4,3,0,0,82,0
76451,Technology,region_13,Master's & above,m,other,1,36,4,3,1,0,75,0
76452,Sales & Marketing,region_1,Master's & above,f,other,1,34,5,7,1,0,52,0
76453,Procurement,region_22,Bachelor's,m,sourcing,3,35,3,5,0,0,70,0
76456,Operations,region_19,Bachelor's,f,other,1,39,5,7,0,0,57,0
76457,Operations,region_28,Bachelor's,f,sourcing,2,26,5,2,1,0,62,0
76461,Technology,region_20,Bachelor's,f,other,1,30,5,4,1,0,82,1
76462,Operations,region_7,Master's & above,m,other,2,45,3,16,0,0,59,0
76464,Legal,region_22,Bachelor's,m,other,1,25,5,2,0,0,62,0
76466,Sales & Marketing,region_31,Bachelor's,f,other,1,34,3,7,0,0,52,0
76468,Analytics,region_22,Bachelor's,m,referred,1,26,3,2,0,0,88,0
76469,Procurement,region_2,Bachelor's,f,other,1,29,2,6,0,0,70,0
76470,Technology,region_17,Bachelor's,f,other,1,32,5,4,1,0,95,1
76471,Operations,region_23,Master's & above,m,sourcing,1,41,1,12,1,0,57,0
76472,Sales & Marketing,region_26,Bachelor's,m,other,1,31,4,5,1,0,50,0
76474,Operations,region_20,Master's & above,f,other,1,43,3,15,0,0,59,0
76475,Technology,region_13,Master's & above,f,other,1,30,2,4,0,0,77,0
76478,Legal,region_7,Bachelor's,m,sourcing,1,37,3,9,1,0,62,0
76479,Operations,region_22,Bachelor's,m,other,1,27,3,2,0,0,57,0
76482,HR,region_7,Bachelor's,m,sourcing,1,25,4,3,0,0,49,0
76483,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,33,5,6,0,0,48,0
76485,Operations,region_22,Bachelor's,m,sourcing,1,28,4,2,1,0,58,0
76486,Sales & Marketing,region_25,Bachelor's,m,other,1,32,1,7,1,0,48,0
76487,Technology,region_13,Master's & above,m,sourcing,1,40,3,9,0,0,80,0
76489,Sales & Marketing,region_2,Master's & above,m,sourcing,1,52,5,12,0,0,47,0
76490,Sales & Marketing,region_26,Bachelor's,m,other,1,35,4,4,0,0,54,0
76491,Analytics,region_22,Bachelor's,m,other,1,33,4,3,0,0,87,0
76493,Sales & Marketing,region_7,Master's & above,m,other,1,50,1,20,0,0,49,0
76494,Operations,region_15,Master's & above,m,sourcing,1,43,3,12,0,0,55,0
76495,Procurement,region_2,Master's & above,m,sourcing,1,32,5,6,0,0,83,1
76496,Procurement,region_2,Master's & above,f,other,1,59,2,6,0,0,68,0
76497,HR,region_27,Bachelor's,f,sourcing,1,38,5,3,1,0,50,0
76499,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,28,1,2,0,0,50,0
76501,Finance,region_22,Master's & above,m,sourcing,1,38,5,9,1,0,64,0
76504,Technology,region_26,Bachelor's,m,sourcing,1,51,3,15,0,0,84,0
76505,Analytics,region_4,Bachelor's,m,sourcing,1,29,3,5,0,0,87,0
76508,Technology,region_22,Bachelor's,m,sourcing,1,30,2,3,0,0,78,0
76510,Sales & Marketing,region_7,Bachelor's,m,other,1,41,3,6,0,0,48,0
76513,Operations,region_2,Master's & above,f,other,2,51,1,7,1,0,58,0
76514,Procurement,region_2,Bachelor's,f,sourcing,2,26,5,3,1,0,71,0
76515,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,3,3,0,0,56,0
76518,Analytics,region_24,Bachelor's,m,other,1,29,4,4,0,0,88,0
76520,Technology,region_16,Bachelor's,f,other,1,37,3,7,0,0,78,0
76521,Procurement,region_23,Bachelor's,f,other,1,33,5,4,1,0,66,1
76524,Procurement,region_13,Master's & above,m,other,1,43,3,6,1,0,72,0
76525,Sales & Marketing,region_11,Bachelor's,m,other,1,30,2,5,0,0,47,0
76526,Procurement,region_2,Master's & above,f,sourcing,1,37,3,6,0,0,69,0
76527,Sales & Marketing,region_22,Bachelor's,f,other,1,31,4,5,1,0,52,0
76529,Sales & Marketing,region_28,Master's & above,m,sourcing,1,33,3,7,1,0,44,0
76530,Operations,region_2,Bachelor's,f,other,1,55,2,7,0,0,61,0
76532,Sales & Marketing,region_27,Bachelor's,f,sourcing,1,30,3,7,0,0,49,0
76533,R&D,region_2,Bachelor's,m,other,1,35,3,5,0,0,89,0
76534,Sales & Marketing,region_27,Master's & above,m,other,1,36,5,9,1,0,51,0
76535,Sales & Marketing,region_2,Master's & above,f,other,1,44,5,19,0,0,49,0
76537,Sales & Marketing,region_17,Bachelor's,f,sourcing,1,33,5,6,0,0,50,0
76539,Sales & Marketing,region_7,Master's & above,m,other,2,58,1,25,0,0,51,0
76540,Legal,region_22,Below Secondary,m,other,1,24,4,1,0,0,63,0
76544,Sales & Marketing,region_4,Master's & above,m,other,1,50,4,3,1,0,43,0
76545,Analytics,region_29,Bachelor's,m,other,1,30,5,3,1,0,84,0
76546,Procurement,region_4,Bachelor's,f,other,1,32,3,7,0,0,66,0
76548,Procurement,region_8,Master's & above,m,other,1,34,4,10,0,0,97,1
76549,Procurement,region_2,Master's & above,f,referred,1,44,5,5,1,0,75,1
76550,Procurement,region_22,Bachelor's,f,other,3,26,3,3,1,0,70,0
76551,Analytics,region_26,Bachelor's,m,other,1,33,4,7,0,0,80,0
76552,Operations,region_2,Master's & above,m,sourcing,1,59,3,7,0,0,59,0
76555,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,26,2,3,0,0,45,0
76556,Operations,region_6,Bachelor's,m,other,1,32,3,3,1,0,59,0
76557,Sales & Marketing,region_23,Bachelor's,m,other,1,35,4,2,0,0,45,0
76558,Legal,region_22,Bachelor's,m,other,1,30,4,2,1,0,59,1
76560,Procurement,region_13,Bachelor's,f,other,2,27,3,2,1,0,65,0
76562,Analytics,region_4,Bachelor's,m,sourcing,1,31,3,9,0,0,81,0
76563,Operations,region_7,Master's & above,f,sourcing,1,36,5,2,0,0,58,0
76564,Procurement,region_31,Bachelor's,f,sourcing,2,36,3,5,1,0,71,0
76565,Operations,region_2,Bachelor's,m,other,1,27,2,2,0,0,54,0
76566,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,41,2,11,0,0,50,0
76568,Legal,region_26,Bachelor's,m,other,1,31,5,3,1,0,62,1
76573,Procurement,region_2,Bachelor's,f,other,1,40,5,5,1,0,69,0
76574,Procurement,region_2,Bachelor's,f,sourcing,1,50,3,16,0,0,64,0
76576,Technology,region_31,Master's & above,f,other,1,37,3,9,0,0,78,0
76577,Operations,region_8,Master's & above,f,sourcing,1,37,5,7,1,0,61,0
76579,Sales & Marketing,region_7,Master's & above,f,other,1,37,5,3,1,1,98,1
76580,Technology,region_2,Master's & above,m,other,1,37,3,8,0,0,84,0
76583,Sales & Marketing,region_27,Bachelor's,m,other,1,37,1,6,0,0,52,0
76584,Finance,region_2,Master's & above,m,sourcing,1,52,3,7,1,0,59,0
76586,Sales & Marketing,region_2,Bachelor's,f,other,4,41,3,7,1,0,52,0
76587,Technology,region_5,Master's & above,m,other,3,35,3,2,0,0,76,0
76589,Procurement,region_2,Bachelor's,f,sourcing,1,40,3,6,1,0,68,0
76590,Technology,region_2,Below Secondary,m,other,3,24,1,2,0,0,79,0
76592,R&D,region_25,Bachelor's,m,sourcing,1,30,4,7,0,0,82,0
76593,Procurement,region_2,Master's & above,m,other,2,58,3,2,0,0,64,0
76594,Sales & Marketing,region_15,Bachelor's,m,other,1,31,2,7,0,0,53,0
76600,Procurement,region_2,Bachelor's,m,referred,1,36,5,8,1,0,69,0
76602,Technology,region_15,Master's & above,m,sourcing,1,48,1,3,0,0,83,0
76603,Sales & Marketing,region_27,Bachelor's,m,other,1,44,1,16,0,0,50,0
76604,Sales & Marketing,region_7,Bachelor's,f,sourcing,2,38,3,5,0,0,50,0
76605,Operations,region_11,Bachelor's,m,other,1,24,4,2,0,0,63,0
76606,Technology,region_6,Bachelor's,f,other,2,30,4,3,0,0,82,0
76607,Analytics,region_16,Master's & above,m,other,1,34,3,4,1,0,83,0
76609,Procurement,region_22,Bachelor's,f,other,2,27,2,2,0,0,72,0
76611,Technology,region_5,Bachelor's,f,other,1,26,3,2,0,0,84,0
76612,Sales & Marketing,region_7,Bachelor's,m,other,1,47,5,5,0,0,51,0
76613,Analytics,region_2,Master's & above,m,other,1,56,5,19,1,0,84,0
76618,Operations,region_23,Bachelor's,m,other,1,45,2,3,1,0,63,0
76619,Procurement,region_5,Bachelor's,f,other,1,31,1,5,1,1,68,0
76620,Sales & Marketing,region_7,Master's & above,f,sourcing,1,37,5,3,0,0,44,0
76622,Operations,region_2,Bachelor's,m,other,1,29,4,1,1,0,67,0
76624,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,4,2,1,0,56,0
76626,Procurement,region_31,Master's & above,m,other,1,34,3,4,0,0,63,0
76627,Technology,region_20,Bachelor's,f,other,2,31,3,2,0,0,81,0
76628,Legal,region_22,Bachelor's,m,sourcing,1,37,3,7,1,0,59,0
76629,Analytics,region_1,Bachelor's,m,other,1,29,3,4,0,0,87,0
76630,Technology,region_22,Master's & above,m,sourcing,1,37,3,6,0,0,76,0
76631,Sales & Marketing,region_13,Bachelor's,m,other,1,54,2,13,0,0,49,0
76635,Sales & Marketing,region_22,Bachelor's,m,other,3,28,3,2,1,0,52,0
76638,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,29,3,5,0,0,50,0
76639,Technology,region_6,Master's & above,f,sourcing,1,41,3,7,0,0,76,0
76640,Operations,region_28,Bachelor's,m,sourcing,1,29,5,2,1,0,59,0
76641,Procurement,region_7,Master's & above,f,other,1,38,3,5,1,0,69,0
76642,Operations,region_2,Bachelor's,f,sourcing,1,55,1,3,0,0,57,0
76644,Sales & Marketing,region_7,Master's & above,m,sourcing,1,47,3,7,0,0,48,0
76647,Operations,region_13,Bachelor's,m,other,1,38,3,9,1,0,61,0
76650,Sales & Marketing,region_13,Master's & above,m,other,1,30,4,7,0,0,45,0
76651,Technology,region_2,Bachelor's,f,other,1,40,2,5,0,0,80,0
76652,Sales & Marketing,region_2,Master's & above,m,other,1,40,1,3,0,0,48,0
76653,Procurement,region_26,Below Secondary,m,sourcing,1,25,5,2,1,0,74,1
76654,Finance,region_22,Bachelor's,f,other,1,28,5,5,1,0,57,0
76655,Procurement,region_13,Bachelor's,m,other,2,29,1,3,0,0,74,0
76657,Operations,region_20,Bachelor's,m,other,1,31,1,8,0,0,59,0
76658,Operations,region_17,Master's & above,f,sourcing,1,39,2,8,0,0,57,0
76659,Procurement,region_17,Bachelor's,f,other,1,30,5,9,0,0,98,1
76660,Operations,region_2,Bachelor's,m,sourcing,1,49,3,17,0,0,56,0
76661,Procurement,region_17,Bachelor's,m,other,1,31,5,3,1,0,68,0
76663,R&D,region_22,Bachelor's,m,other,3,30,4,1,0,0,88,0
76664,Operations,region_2,Bachelor's,f,referred,1,38,5,3,0,0,78,1
76667,R&D,region_2,Bachelor's,m,other,1,36,3,5,0,0,87,0
76669,R&D,region_22,Bachelor's,m,sourcing,2,28,5,3,1,0,83,1
76670,Procurement,region_2,Master's & above,f,other,2,44,3,9,0,0,67,0
76671,Operations,region_2,Bachelor's,m,other,1,38,1,7,0,0,65,0
76678,Procurement,region_2,Bachelor's,f,other,2,47,3,3,1,0,69,0
76679,Procurement,region_27,Master's & above,m,sourcing,4,37,3,10,0,0,73,0
76680,Operations,region_2,Bachelor's,f,sourcing,1,32,5,5,1,0,57,0
76681,Operations,region_17,Bachelor's,m,other,1,40,3,9,0,0,63,0
76682,Sales & Marketing,region_15,Bachelor's,m,other,1,46,1,16,0,0,51,0
76685,Sales & Marketing,region_17,Master's & above,f,other,1,38,4,10,0,0,48,0
76687,Analytics,region_32,Bachelor's,m,other,1,30,5,7,1,0,85,0
76688,Operations,region_12,Bachelor's,m,other,1,27,3,3,0,0,55,0
76689,Sales & Marketing,region_2,Bachelor's,m,other,1,50,3,19,1,0,51,0
76690,Sales & Marketing,region_22,Bachelor's,m,other,2,30,2,2,0,0,50,0
76693,HR,region_2,Bachelor's,m,other,1,56,4,4,0,0,65,1
76695,HR,region_22,Bachelor's,m,sourcing,1,29,1,4,0,0,47,0
76696,Technology,region_2,Bachelor's,m,other,1,27,2,1,0,0,76,0
76697,Analytics,region_15,Master's & above,m,sourcing,2,31,3,3,0,0,85,0
76698,Operations,region_7,Bachelor's,f,other,1,45,3,4,0,1,65,1
76699,Operations,region_2,Bachelor's,f,other,1,51,3,4,0,0,60,0
76704,Technology,region_2,Bachelor's,f,referred,1,49,3,13,0,0,80,0
76705,Operations,region_15,Bachelor's,f,other,1,30,1,5,0,0,56,0
76706,Analytics,region_26,Bachelor's,m,other,1,27,5,2,1,0,81,1
76708,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,25,5,2,1,0,51,0
76709,Legal,region_7,Bachelor's,m,other,1,31,5,5,1,0,52,0
76710,Sales & Marketing,region_13,Master's & above,m,sourcing,1,37,4,8,0,0,49,0
76711,Procurement,region_13,Master's & above,f,other,1,43,3,8,0,0,73,0
76712,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,40,3,9,0,0,49,0
76717,Operations,region_7,Bachelor's,f,sourcing,1,33,3,7,1,0,57,0
76718,Technology,region_9,Bachelor's,m,sourcing,1,29,3,3,0,0,80,0
76719,Operations,region_23,Bachelor's,m,sourcing,1,29,3,2,0,0,62,0
76722,Sales & Marketing,region_2,Bachelor's,m,other,1,41,5,4,1,1,48,1
76727,Sales & Marketing,region_2,Bachelor's,m,other,2,29,1,5,0,0,49,0
76728,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,30,5,3,1,0,45,0
76729,Technology,region_14,Bachelor's,m,sourcing,1,38,3,3,0,0,79,0
76730,HR,region_2,Bachelor's,m,sourcing,1,34,5,3,0,0,51,0
76731,Finance,region_2,Bachelor's,f,sourcing,1,38,4,9,0,0,59,0
76732,Sales & Marketing,region_22,Bachelor's,m,other,2,38,3,10,0,0,48,0
76733,Sales & Marketing,region_19,Bachelor's,m,other,1,27,1,5,0,0,48,0
76734,Procurement,region_8,Bachelor's,m,other,1,26,4,2,0,0,71,0
76735,Sales & Marketing,region_31,Bachelor's,m,other,1,29,5,5,1,0,46,0
76737,Sales & Marketing,region_25,Master's & above,m,other,1,36,3,9,0,0,63,1
76738,Finance,region_27,Bachelor's,m,other,1,29,3,4,1,0,64,0
76740,HR,region_2,Master's & above,f,other,1,42,3,15,0,0,53,0
76741,Sales & Marketing,region_21,Bachelor's,m,other,1,26,3,3,0,0,52,0
76742,Sales & Marketing,region_15,Bachelor's,m,other,3,30,1,5,0,0,51,0
76743,Finance,region_11,Bachelor's,m,other,1,30,5,4,1,0,64,1
76744,Operations,region_4,Master's & above,m,other,1,50,3,21,0,0,60,0
76745,Operations,region_4,Bachelor's,f,other,2,38,3,12,1,0,58,1
76748,Procurement,region_13,Bachelor's,f,sourcing,1,34,3,8,0,0,67,0
76749,Procurement,region_11,Bachelor's,f,other,1,30,4,2,0,0,74,0
76750,HR,region_4,Master's & above,f,sourcing,1,32,3,5,0,0,89,1
76753,Finance,region_2,Master's & above,f,sourcing,1,33,3,4,1,0,59,0
76754,Operations,region_15,Master's & above,f,sourcing,1,45,4,14,0,0,62,0
76756,Procurement,region_17,Master's & above,f,sourcing,1,39,4,9,1,0,63,1
76758,Analytics,region_29,Bachelor's,m,other,1,29,5,7,1,0,83,0
76759,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,32,5,4,1,0,50,0
76762,Technology,region_27,Bachelor's,m,sourcing,1,35,3,7,0,0,78,0
76763,Operations,region_4,Bachelor's,f,other,1,29,5,7,0,0,68,1
76764,Sales & Marketing,region_28,Master's & above,m,sourcing,1,34,5,2,1,0,50,0
76765,Analytics,region_29,Bachelor's,m,other,1,31,5,6,0,0,86,0
76768,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,34,3,7,0,0,47,0
76770,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,32,3,7,1,1,46,0
76774,Procurement,region_4,Master's & above,m,other,1,51,4,16,0,0,71,0
76775,Finance,region_28,Master's & above,m,sourcing,1,39,3,3,0,0,58,0
76776,Analytics,region_22,Bachelor's,f,sourcing,1,29,3,5,1,0,81,1
76777,Technology,region_7,Master's & above,m,sourcing,1,31,3,3,0,0,80,0
76778,Procurement,region_14,Bachelor's,m,other,1,32,3,10,0,0,74,0
76780,Sales & Marketing,region_2,Bachelor's,f,other,1,32,3,5,1,0,51,0
76781,Sales & Marketing,region_26,Bachelor's,m,other,1,29,3,6,1,0,52,0
76783,Sales & Marketing,region_10,Master's & above,m,other,3,35,1,3,1,0,52,0
76785,Sales & Marketing,region_3,Master's & above,m,sourcing,1,36,3,4,0,0,47,0
76786,Operations,region_13,Bachelor's,m,other,1,26,4,2,0,0,59,0
76787,Procurement,region_7,Master's & above,f,other,1,31,3,5,0,0,72,0
76788,Sales & Marketing,region_26,Bachelor's,m,other,1,31,3,6,0,0,52,0
76789,Technology,region_4,Bachelor's,m,other,1,28,3,3,0,0,76,0
76791,Technology,region_22,Bachelor's,f,sourcing,1,25,4,3,0,0,81,0
76792,Technology,region_27,Bachelor's,m,other,2,29,3,4,0,0,82,0
76793,Procurement,region_31,Bachelor's,f,sourcing,1,27,4,2,0,0,71,0
76795,Procurement,region_7,Bachelor's,f,other,1,27,4,1,0,0,60,0
76799,Operations,region_15,Bachelor's,m,sourcing,1,43,5,6,1,0,58,0
76800,Analytics,region_22,Bachelor's,m,other,1,44,5,3,1,0,78,0
76801,Finance,region_14,Bachelor's,m,other,2,32,1,6,0,0,63,0
76803,Technology,region_2,Bachelor's,m,sourcing,1,33,4,6,1,0,81,1
76806,Sales & Marketing,region_26,Bachelor's,m,other,1,26,3,3,1,1,47,0
76809,Operations,region_7,Bachelor's,m,other,2,35,3,4,1,0,58,0
76810,Technology,region_2,Master's & above,f,sourcing,1,60,3,29,0,0,78,0
76811,Operations,region_19,Bachelor's,f,other,1,33,5,7,1,0,58,0
76812,Technology,region_2,Bachelor's,f,other,1,50,3,6,0,0,82,0
76814,Procurement,region_20,Bachelor's,m,sourcing,1,34,3,10,0,0,69,0
76816,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,34,3,7,0,0,53,0
76817,Technology,region_22,Bachelor's,m,sourcing,2,28,3,2,0,0,78,0
76818,Analytics,region_1,Bachelor's,m,other,1,27,3,4,0,0,84,0
76822,Sales & Marketing,region_23,Master's & above,m,other,1,32,3,3,0,0,48,0
76824,Technology,region_2,Bachelor's,m,other,1,32,3,5,0,0,79,0
76826,Procurement,region_13,Master's & above,f,other,1,39,4,7,0,0,71,0
76829,Sales & Marketing,region_7,Bachelor's,f,other,1,29,1,6,0,0,48,0
76831,Sales & Marketing,region_2,Master's & above,m,other,1,35,5,3,1,0,53,0
76833,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,40,1,9,0,0,50,0
76834,Technology,region_13,Master's & above,m,sourcing,1,36,4,8,1,0,85,0
76835,Technology,region_2,Bachelor's,m,sourcing,1,43,3,7,0,0,79,0
76836,Operations,region_2,Master's & above,m,sourcing,1,45,3,11,0,1,72,1
76837,HR,region_28,Bachelor's,m,sourcing,1,30,5,1,0,0,52,0
76838,Analytics,region_22,Master's & above,m,sourcing,1,43,2,16,0,0,84,0
76839,Finance,region_2,Bachelor's,m,other,2,34,5,2,1,0,59,0
76841,Sales & Marketing,region_15,Master's & above,m,other,1,35,1,5,0,0,51,0
76842,Sales & Marketing,region_17,Master's & above,m,other,1,34,5,10,0,0,53,0
76843,Technology,region_22,Master's & above,m,sourcing,1,33,1,9,0,0,78,0
76845,HR,region_22,Bachelor's,f,other,1,30,3,8,0,0,53,0
76848,Sales & Marketing,region_22,Bachelor's,m,other,3,26,2,1,0,0,50,0
76849,Operations,region_14,Master's & above,m,other,1,37,4,10,0,0,55,0
76850,Operations,region_19,Bachelor's,m,other,1,41,3,6,0,0,60,0
76851,Analytics,region_22,Master's & above,m,sourcing,1,44,3,14,0,0,83,0
76852,Procurement,region_14,Master's & above,m,other,1,37,2,10,0,0,68,0
76853,Operations,region_11,Bachelor's,m,other,1,29,3,4,0,0,52,0
76858,Sales & Marketing,region_1,Bachelor's,m,other,1,37,5,7,1,0,52,0
76861,Analytics,region_22,Master's & above,m,sourcing,1,33,5,3,1,0,94,1
76862,Operations,region_2,Bachelor's,m,sourcing,1,26,5,3,1,0,62,0
76863,Finance,region_28,Bachelor's,m,sourcing,2,29,4,2,0,0,59,0
76864,Sales & Marketing,region_2,Master's & above,m,sourcing,1,52,4,5,1,0,50,0
76866,Procurement,region_2,Bachelor's,f,other,4,50,4,6,0,0,67,0
76869,Sales & Marketing,region_7,Master's & above,m,other,2,39,1,7,0,0,50,0
76870,Sales & Marketing,region_2,Bachelor's,m,other,1,48,3,19,0,0,52,0
76871,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,45,1,4,0,0,47,0
76872,Procurement,region_2,Bachelor's,f,other,1,50,2,5,0,0,71,0
76873,Sales & Marketing,region_28,Master's & above,f,sourcing,1,34,4,7,0,0,64,1
76874,Technology,region_7,Master's & above,f,other,1,35,5,4,1,0,83,1
76875,Procurement,region_2,Master's & above,f,other,3,46,3,15,0,0,64,0
76876,Sales & Marketing,region_4,Master's & above,m,other,1,36,5,8,0,0,50,0
76877,Sales & Marketing,region_29,Bachelor's,m,other,2,29,1,3,0,0,49,0
76878,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,40,3,6,1,0,49,0
76879,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,31,2,5,0,0,45,0
76880,Operations,region_31,Bachelor's,f,other,1,28,3,3,0,0,61,0
76881,Procurement,region_2,Master's & above,m,other,1,34,4,8,0,0,71,0
76882,Sales & Marketing,region_2,Master's & above,m,sourcing,1,32,2,3,0,0,47,0
76883,HR,region_2,Bachelor's,m,sourcing,1,52,4,5,0,0,51,0
76884,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,33,1,7,0,0,47,0
76885,HR,region_2,Bachelor's,m,sourcing,1,37,5,8,1,0,49,0
76889,Finance,region_28,Master's & above,m,sourcing,1,33,5,8,1,0,56,0
76890,Operations,region_4,Master's & above,f,other,1,41,3,12,1,0,59,0
76893,Procurement,region_2,Master's & above,m,other,1,51,1,3,0,0,71,0
76896,Sales & Marketing,region_4,Master's & above,f,sourcing,1,35,5,8,0,0,53,0
76898,Sales & Marketing,region_13,Master's & above,f,other,1,37,1,4,1,0,49,0
76899,Procurement,region_2,Bachelor's,m,sourcing,1,31,1,3,0,0,69,0
76900,Sales & Marketing,region_14,Bachelor's,m,other,1,50,4,18,0,0,42,0
76901,Procurement,region_2,Master's & above,m,sourcing,1,43,5,13,0,0,73,0
76902,Operations,region_2,Master's & above,f,other,1,52,4,11,0,0,61,0
76903,Analytics,region_22,Master's & above,m,other,1,34,5,9,1,0,84,0
76904,Operations,region_22,Bachelor's,m,other,2,50,3,18,1,0,61,0
76905,Sales & Marketing,region_7,Master's & above,f,sourcing,1,39,5,12,1,0,51,0
76906,Technology,region_2,Bachelor's,f,other,1,27,1,5,0,0,83,0
76907,Sales & Marketing,region_16,Bachelor's,m,other,1,27,1,2,0,0,50,0
76908,Operations,region_12,Bachelor's,m,sourcing,1,34,3,6,0,0,59,0
